curr1;curr2;rate;;;;;
PLN;FJD;0.0052356;; ('PLN', 'FJD', 0.0052356),;;;('PLN', 'FJD', 0.0052356),
PLN;FKP;0.0015106;; ('PLN', 'FKP', 0.0015106),;;;('PLN', 'FKP', 0.0015106),
PLN;GBP;0.0010482;; ('PLN', 'GBP', 0.0010482),;;;('PLN', 'GBP', 0.0010482),
PLN;GEL;0.0101010;; ('PLN', 'GEL', 0.0101010),;;;('PLN', 'GEL', 0.0101010),
PLN;GHS;0.0012151;; ('PLN', 'GHS', 0.0012151),;;;('PLN', 'GHS', 0.0012151),
PLN;GIP;0.0017212;; ('PLN', 'GIP', 0.0017212),;;;('PLN', 'GIP', 0.0017212),
PLN;GMD;0.0142857;; ('PLN', 'GMD', 0.0142857),;;;('PLN', 'GMD', 0.0142857),
PLN;GNF;0.0018116;; ('PLN', 'GNF', 0.0018116),;;;('PLN', 'GNF', 0.0018116),
PLN;GTQ;0.0031847;; ('PLN', 'GTQ', 0.0031847),;;;('PLN', 'GTQ', 0.0031847),
PLN;GYD;0.0020161;; ('PLN', 'GYD', 0.0020161),;;;('PLN', 'GYD', 0.0020161),
PLN;HKD;0.0012723;; ('PLN', 'HKD', 0.0012723),;;;('PLN', 'HKD', 0.0012723),
PLN;HNL;0.0037453;; ('PLN', 'HNL', 0.0037453),;;;('PLN', 'HNL', 0.0037453),
PLN;HTG;0.0020661;; ('PLN', 'HTG', 0.0020661),;;;('PLN', 'HTG', 0.0020661),
PLN;HUF;0.0046296;; ('PLN', 'HUF', 0.0046296),;;;('PLN', 'HUF', 0.0046296),
PLN;IDR;0.0033784;; ('PLN', 'IDR', 0.0033784),;;;('PLN', 'IDR', 0.0033784),
PLN;ILS;0.0044843;; ('PLN', 'ILS', 0.0044843),;;;('PLN', 'ILS', 0.0044843),
PLN;INR;0.0054348;; ('PLN', 'INR', 0.0054348),;;;('PLN', 'INR', 0.0054348),
PLN;IQD;0.002;; ('PLN', 'IQD', 0.002),;;;('PLN', 'IQD', 0.002),
PLN;IRR;0.0064935;; ('PLN', 'IRR', 0.0064935),;;;('PLN', 'IRR', 0.0064935),
PLN;ISK;0.0138889;; ('PLN', 'ISK', 0.0138889),;;;('PLN', 'ISK', 0.0138889),
PLN;JMD;0.0020325;; ('PLN', 'JMD', 0.0020325),;;;('PLN', 'JMD', 0.0020325),
PLN;JOD;0.0015480;; ('PLN', 'JOD', 0.0015480),;;;('PLN', 'JOD', 0.0015480),
PLN;JPY;0.0012642;; ('PLN', 'JPY', 0.0012642),;;;('PLN', 'JPY', 0.0012642),
PLN;KES;0.0078125;; ('PLN', 'KES', 0.0078125),;;;('PLN', 'KES', 0.0078125),
PLN;KGS;0.0012285;; ('PLN', 'KGS', 0.0012285),;;;('PLN', 'KGS', 0.0012285),
PLN;KHR;0.0011136;; ('PLN', 'KHR', 0.0011136),;;;('PLN', 'KHR', 0.0011136),
PLN;KMF;0.0013038;; ('PLN', 'KMF', 0.0013038),;;;('PLN', 'KMF', 0.0013038),
PLN;KPW;0.0010040;; ('PLN', 'KPW', 0.0010040),;;;('PLN', 'KPW', 0.0010040),
PLN;KRW;0.008;; ('PLN', 'KRW', 0.008),;;;('PLN', 'KRW', 0.008),
PLN;KWD;0.0015649;; ('PLN', 'KWD', 0.0015649),;;;('PLN', 'KWD', 0.0015649),
PLN;KYD;0.0010235;; ('PLN', 'KYD', 0.0010235),;;;('PLN', 'KYD', 0.0010235),
PLN;KZT;0.01;; ('PLN', 'KZT', 0.01),;;;('PLN', 'KZT', 0.01),
PLN;LAK;0.0025773;; ('PLN', 'LAK', 0.0025773),;;;('PLN', 'LAK', 0.0025773),
PLN;LBP;0.0011274;; ('PLN', 'LBP', 0.0011274),;;;('PLN', 'LBP', 0.0011274),
PLN;LKR;0.0023981;; ('PLN', 'LKR', 0.0023981),;;;('PLN', 'LKR', 0.0023981),
PLN;LRD;0.0022472;; ('PLN', 'LRD', 0.0022472),;;;('PLN', 'LRD', 0.0022472),
PLN;LSL;0.0017301;; ('PLN', 'LSL', 0.0017301),;;;('PLN', 'LSL', 0.0017301),
PLN;LYD;0.0020161;; ('PLN', 'LYD', 0.0020161),;;;('PLN', 'LYD', 0.0020161),
PLN;MAD;0.0049261;; ('PLN', 'MAD', 0.0049261),;;;('PLN', 'MAD', 0.0049261),
PLN;MDL;0.0018149;; ('PLN', 'MDL', 0.0018149),;;;('PLN', 'MDL', 0.0018149),
PLN;MGA;0.0017762;; ('PLN', 'MGA', 0.0017762),;;;('PLN', 'MGA', 0.0017762),
PLN;MKD;0.0038168;; ('PLN', 'MKD', 0.0038168),;;;('PLN', 'MKD', 0.0038168),
PLN;MMK;0.0011628;; ('PLN', 'MMK', 0.0011628),;;;('PLN', 'MMK', 0.0011628),
PLN;MNT;0.0011779;; ('PLN', 'MNT', 0.0011779),;;;('PLN', 'MNT', 0.0011779),
PLN;MOP;0.0013369;; ('PLN', 'MOP', 0.0013369),;;;('PLN', 'MOP', 0.0013369),
PLN;MRU;0.0038911;; ('PLN', 'MRU', 0.0038911),;;;('PLN', 'MRU', 0.0038911),
PLN;MUR;0.0017483;; ('PLN', 'MUR', 0.0017483),;;;('PLN', 'MUR', 0.0017483),
PLN;MVR;0.0024570;; ('PLN', 'MVR', 0.0024570),;;;('PLN', 'MVR', 0.0024570),
PLN;MWK;0.00625;; ('PLN', 'MWK', 0.00625),;;;('PLN', 'MWK', 0.00625),
PLN;MXN;0.0018797;; ('PLN', 'MXN', 0.0018797),;;;('PLN', 'MXN', 0.0018797),
PLN;MXV;0.0024570;; ('PLN', 'MXV', 0.0024570),;;;('PLN', 'MXV', 0.0024570),
PLN;MYR;0.0015038;; ('PLN', 'MYR', 0.0015038),;;;('PLN', 'MYR', 0.0015038),
PLN;MZN;0.0010799;; ('PLN', 'MZN', 0.0010799),;;;('PLN', 'MZN', 0.0010799),
PLN;NAD;0.0017331;; ('PLN', 'NAD', 0.0017331),;;;('PLN', 'NAD', 0.0017331),
PLN;NGN;0.0020367;; ('PLN', 'NGN', 0.0020367),;;;('PLN', 'NGN', 0.0020367),
PLN;NIO;0.0030769;; ('PLN', 'NIO', 0.0030769),;;;('PLN', 'NIO', 0.0030769),
PLN;NOK;0.0033223;; ('PLN', 'NOK', 0.0033223),;;;('PLN', 'NOK', 0.0033223),
PLN;NPR;0.0011696;; ('PLN', 'NPR', 0.0011696),;;;('PLN', 'NPR', 0.0011696),
PLN;NZD;0.0011025;; ('PLN', 'NZD', 0.0011025),;;;('PLN', 'NZD', 0.0011025),
PLN;OMR;0.025;; ('PLN', 'OMR', 0.025),;;;('PLN', 'OMR', 0.025),
PLN;PAB;0.0012690;; ('PLN', 'PAB', 0.0012690),;;;('PLN', 'PAB', 0.0012690),
PLN;PEN;0.0019724;; ('PLN', 'PEN', 0.0019724),;;;('PLN', 'PEN', 0.0019724),
PLN;PGK;0.0010661;; ('PLN', 'PGK', 0.0010661),;;;('PLN', 'PGK', 0.0010661),
PLN;PHP;0.0015504;; ('PLN', 'PHP', 0.0015504),;;;('PLN', 'PHP', 0.0015504),
PLN;PKR;0.0011161;; ('PLN', 'PKR', 0.0011161),;;;('PLN', 'PKR', 0.0011161),
PLN;PLN;1;; ('PLN', 'PLN', 1),;;;('PLN', 'PLN', 1),
PLN;PYG;718;; ('PLN', 'PYG', 718),;;;('PLN', 'PYG', 718),
PLN;QAR;948;; ('PLN', 'QAR', 948),;;;('PLN', 'QAR', 948),
PLN;RON;375;; ('PLN', 'RON', 375),;;;('PLN', 'RON', 375),
PLN;RSD;321;; ('PLN', 'RSD', 321),;;;('PLN', 'RSD', 321),
PLN;CNY;204;; ('PLN', 'CNY', 204),;;;('PLN', 'CNY', 204),
PLN;RUB;406;; ('PLN', 'RUB', 406),;;;('PLN', 'RUB', 406),
PLN;RWF;436;; ('PLN', 'RWF', 436),;;;('PLN', 'RWF', 436),
PLN;SAR;314;; ('PLN', 'SAR', 314),;;;('PLN', 'SAR', 314),
PLN;SBD;61;; ('PLN', 'SBD', 61),;;;('PLN', 'SBD', 61),
PLN;SCR;898;; ('PLN', 'SCR', 898),;;;('PLN', 'SCR', 898),
PLN;SDG;154;; ('PLN', 'SDG', 154),;;;('PLN', 'SDG', 154),
PLN;SEK;728;; ('PLN', 'SEK', 728),;;;('PLN', 'SEK', 728),
PLN;SGD;340;; ('PLN', 'SGD', 340),;;;('PLN', 'SGD', 340),
PLN;SHP;596;; ('PLN', 'SHP', 596),;;;('PLN', 'SHP', 596),
PLN;SLE;462;; ('PLN', 'SLE', 462),;;;('PLN', 'SLE', 462),
PLN;SLL;225;; ('PLN', 'SLL', 225),;;;('PLN', 'SLL', 225),
PLN;SOS;132;; ('PLN', 'SOS', 132),;;;('PLN', 'SOS', 132),
PLN;SRD;211;; ('PLN', 'SRD', 211),;;;('PLN', 'SRD', 211),
PLN;SSP;503;; ('PLN', 'SSP', 503),;;;('PLN', 'SSP', 503),
PLN;STN;777;; ('PLN', 'STN', 777),;;;('PLN', 'STN', 777),
PLN;SVC;460;; ('PLN', 'SVC', 460),;;;('PLN', 'SVC', 460),
PLN;SYP;218;; ('PLN', 'SYP', 218),;;;('PLN', 'SYP', 218),
PLN;SZL;43;; ('PLN', 'SZL', 43),;;;('PLN', 'SZL', 43),
PLN;THB;237;; ('PLN', 'THB', 237),;;;('PLN', 'THB', 237),
PLN;TJS;45;; ('PLN', 'TJS', 45),;;;('PLN', 'TJS', 45),
PLN;TMT;156;; ('PLN', 'TMT', 156),;;;('PLN', 'TMT', 156),
PLN;TND;604;; ('PLN', 'TND', 604),;;;('PLN', 'TND', 604),
PLN;TOP;53;; ('PLN', 'TOP', 53),;;;('PLN', 'TOP', 53),
PLN;TRY;247;; ('PLN', 'TRY', 247),;;;('PLN', 'TRY', 247),
PLN;TTD;715;; ('PLN', 'TTD', 715),;;;('PLN', 'TTD', 715),
PLN;TWD;574;; ('PLN', 'TWD', 574),;;;('PLN', 'TWD', 574),
PLN;TZS;605;; ('PLN', 'TZS', 605),;;;('PLN', 'TZS', 605),
PLN;UAH;314;; ('PLN', 'UAH', 314),;;;('PLN', 'UAH', 314),
PLN;UGX;209;; ('PLN', 'UGX', 209),;;;('PLN', 'UGX', 209),
PLN;USD;423;; ('PLN', 'USD', 423),;;;('PLN', 'USD', 423),
PLN;USN;621;; ('PLN', 'USN', 621),;;;('PLN', 'USN', 621),
PLN;UYI;763;; ('PLN', 'UYI', 763),;;;('PLN', 'UYI', 763),
PLN;UYU;243;; ('PLN', 'UYU', 243),;;;('PLN', 'UYU', 243),
PLN;UYW;258;; ('PLN', 'UYW', 258),;;;('PLN', 'UYW', 258),
PLN;UZS;951;; ('PLN', 'UZS', 951),;;;('PLN', 'UZS', 951),
PLN;VED;697;; ('PLN', 'VED', 697),;;;('PLN', 'VED', 697),
PLN;VES;690;; ('PLN', 'VES', 690),;;;('PLN', 'VES', 690),
PLN;VND;147;; ('PLN', 'VND', 147),;;;('PLN', 'VND', 147),
PLN;VUV;812;; ('PLN', 'VUV', 812),;;;('PLN', 'VUV', 812),
PLN;WST;548;; ('PLN', 'WST', 548),;;;('PLN', 'WST', 548),
PLN;XAF;167;; ('PLN', 'XAF', 167),;;;('PLN', 'XAF', 167),
PLN;XAG;272;; ('PLN', 'XAG', 272),;;;('PLN', 'XAG', 272),
PLN;XAU;404;; ('PLN', 'XAU', 404),;;;('PLN', 'XAU', 404),
PLN;XBA;313;; ('PLN', 'XBA', 313),;;;('PLN', 'XBA', 313),
PLN;XBB;714;; ('PLN', 'XBB', 714),;;;('PLN', 'XBB', 714),
PLN;XBC;989;; ('PLN', 'XBC', 989),;;;('PLN', 'XBC', 989),
PLN;XBD;449;; ('PLN', 'XBD', 449),;;;('PLN', 'XBD', 449),
PLN;XCD;375;; ('PLN', 'XCD', 375),;;;('PLN', 'XCD', 375),
PLN;XDR;513;; ('PLN', 'XDR', 513),;;;('PLN', 'XDR', 513),
PLN;XOF;904;; ('PLN', 'XOF', 904),;;;('PLN', 'XOF', 904),
PLN;XPD;665;; ('PLN', 'XPD', 665),;;;('PLN', 'XPD', 665),
PLN;XPF;209;; ('PLN', 'XPF', 209),;;;('PLN', 'XPF', 209),
PLN;XPT;689;; ('PLN', 'XPT', 689),;;;('PLN', 'XPT', 689),
PLN;XSU;858;; ('PLN', 'XSU', 858),;;;('PLN', 'XSU', 858),
PLN;XTS;166;; ('PLN', 'XTS', 166),;;;('PLN', 'XTS', 166),
PLN;XUA;962;; ('PLN', 'XUA', 962),;;;('PLN', 'XUA', 962),
PLN;XXX;691;; ('PLN', 'XXX', 691),;;;('PLN', 'XXX', 691),
PLN;YER;374;; ('PLN', 'YER', 374),;;;('PLN', 'YER', 374),
PLN;ZAR;395;; ('PLN', 'ZAR', 395),;;;('PLN', 'ZAR', 395),
PLN;ZMW;663;; ('PLN', 'ZMW', 663),;;;('PLN', 'ZMW', 663),
PLN;ZWL;708;; ('PLN', 'ZWL', 708),;;;('PLN', 'ZWL', 708),
PYG;AED;0.0012887;; ('PYG', 'AED', 0.0012887),;;;('PYG', 'AED', 0.0012887),
PYG;AFN;0.0012920;; ('PYG', 'AFN', 0.0012920),;;;('PYG', 'AFN', 0.0012920),
PYG;ALL;0.0018657;; ('PYG', 'ALL', 0.0018657),;;;('PYG', 'ALL', 0.0018657),
PYG;AMD;0.0023641;; ('PYG', 'AMD', 0.0023641),;;;('PYG', 'AMD', 0.0023641),
PYG;ANG;0.0011136;; ('PYG', 'ANG', 0.0011136),;;;('PYG', 'ANG', 0.0011136),
PYG;AOA;0.0044843;; ('PYG', 'AOA', 0.0044843),;;;('PYG', 'AOA', 0.0044843),
PYG;ARS;0.1111111;; ('PYG', 'ARS', 0.1111111),;;;('PYG', 'ARS', 0.1111111),
PYG;AUD;0.0014430;; ('PYG', 'AUD', 0.0014430),;;;('PYG', 'AUD', 0.0014430),
PYG;AWG;0.0012739;; ('PYG', 'AWG', 0.0012739),;;;('PYG', 'AWG', 0.0012739),
PYG;AZN;0.0025575;; ('PYG', 'AZN', 0.0025575),;;;('PYG', 'AZN', 0.0025575),
PYG;BAM;0.0021692;; ('PYG', 'BAM', 0.0021692),;;;('PYG', 'BAM', 0.0021692),
PYG;BBD;0.0023641;; ('PYG', 'BBD', 0.0023641),;;;('PYG', 'BBD', 0.0023641),
PYG;BDT;0.0015129;; ('PYG', 'BDT', 0.0015129),;;;('PYG', 'BDT', 0.0015129),
PYG;BGN;0.0040161;; ('PYG', 'BGN', 0.0040161),;;;('PYG', 'BGN', 0.0040161),
PYG;BHD;0.0018018;; ('PYG', 'BHD', 0.0018018),;;;('PYG', 'BHD', 0.0018018),
PYG;BIF;0.0011390;; ('PYG', 'BIF', 0.0011390),;;;('PYG', 'BIF', 0.0011390),
PYG;BMD;0.0833333;; ('PYG', 'BMD', 0.0833333),;;;('PYG', 'BMD', 0.0833333),
PYG;BND;0.0010449;; ('PYG', 'BND', 0.0010449),;;;('PYG', 'BND', 0.0010449),
PYG;BOB;0.0013263;; ('PYG', 'BOB', 0.0013263),;;;('PYG', 'BOB', 0.0013263),
PYG;BOV;0.0010893;; ('PYG', 'BOV', 0.0010893),;;;('PYG', 'BOV', 0.0010893),
PYG;BRL;0.0294118;; ('PYG', 'BRL', 0.0294118),;;;('PYG', 'BRL', 0.0294118),
PYG;BSD;0.0010965;; ('PYG', 'BSD', 0.0010965),;;;('PYG', 'BSD', 0.0010965),
PYG;BTN;0.0024938;; ('PYG', 'BTN', 0.0024938),;;;('PYG', 'BTN', 0.0024938),
PYG;BWP;0.0020747;; ('PYG', 'BWP', 0.0020747),;;;('PYG', 'BWP', 0.0020747),
PYG;BYN;0.0208333;; ('PYG', 'BYN', 0.0208333),;;;('PYG', 'BYN', 0.0208333),
PYG;BZD;0.0014948;; ('PYG', 'BZD', 0.0014948),;;;('PYG', 'BZD', 0.0014948),
PYG;CAD;0.0064935;; ('PYG', 'CAD', 0.0064935),;;;('PYG', 'CAD', 0.0064935),
PYG;CDF;0.0833333;; ('PYG', 'CDF', 0.0833333),;;;('PYG', 'CDF', 0.0833333),
PYG;CHE;0.0054054;; ('PYG', 'CHE', 0.0054054),;;;('PYG', 'CHE', 0.0054054),
PYG;CHF;0.0028490;; ('PYG', 'CHF', 0.0028490),;;;('PYG', 'CHF', 0.0028490),
PYG;CHW;0.0014306;; ('PYG', 'CHW', 0.0014306),;;;('PYG', 'CHW', 0.0014306),
PYG;CLF;0.0060241;; ('PYG', 'CLF', 0.0060241),;;;('PYG', 'CLF', 0.0060241),
PYG;CLP;0.0029155;; ('PYG', 'CLP', 0.0029155),;;;('PYG', 'CLP', 0.0029155),
PYG;COP;0.0019417;; ('PYG', 'COP', 0.0019417),;;;('PYG', 'COP', 0.0019417),
PYG;COU;0.0013550;; ('PYG', 'COU', 0.0013550),;;;('PYG', 'COU', 0.0013550),
PYG;CRC;0.0010753;; ('PYG', 'CRC', 0.0010753),;;;('PYG', 'CRC', 0.0010753),
PYG;CUP;0.0032680;; ('PYG', 'CUP', 0.0032680),;;;('PYG', 'CUP', 0.0032680),
PYG;CVE;0.0010320;; ('PYG', 'CVE', 0.0010320),;;;('PYG', 'CVE', 0.0010320),
PYG;CZK;0.0022371;; ('PYG', 'CZK', 0.0022371),;;;('PYG', 'CZK', 0.0022371),
PYG;DJF;0.0014663;; ('PYG', 'DJF', 0.0014663),;;;('PYG', 'DJF', 0.0014663),
PYG;DKK;0.0013966;; ('PYG', 'DKK', 0.0013966),;;;('PYG', 'DKK', 0.0013966),
PYG;DOP;0.0833333;; ('PYG', 'DOP', 0.0833333),;;;('PYG', 'DOP', 0.0833333),
PYG;DZD;0.0017637;; ('PYG', 'DZD', 0.0017637),;;;('PYG', 'DZD', 0.0017637),
PYG;EGP;0.0026596;; ('PYG', 'EGP', 0.0026596),;;;('PYG', 'EGP', 0.0026596),
PYG;ERN;0.0012804;; ('PYG', 'ERN', 0.0012804),;;;('PYG', 'ERN', 0.0012804),
PYG;ETB;0.0019455;; ('PYG', 'ETB', 0.0019455),;;;('PYG', 'ETB', 0.0019455),
PYG;EUR;0.0023697;; ('PYG', 'EUR', 0.0023697),;;;('PYG', 'EUR', 0.0023697),
PYG;FJD;0.0013736;; ('PYG', 'FJD', 0.0013736),;;;('PYG', 'FJD', 0.0013736),
PYG;FKP;0.0022272;; ('PYG', 'FKP', 0.0022272),;;;('PYG', 'FKP', 0.0022272),
PYG;GBP;0.0011494;; ('PYG', 'GBP', 0.0011494),;;;('PYG', 'GBP', 0.0011494),
PYG;GEL;0.0023202;; ('PYG', 'GEL', 0.0023202),;;;('PYG', 'GEL', 0.0023202),
PYG;GHS;0.0011364;; ('PYG', 'GHS', 0.0011364),;;;('PYG', 'GHS', 0.0011364),
PYG;GIP;0.0011299;; ('PYG', 'GIP', 0.0011299),;;;('PYG', 'GIP', 0.0011299),
PYG;GMD;0.0029674;; ('PYG', 'GMD', 0.0029674),;;;('PYG', 'GMD', 0.0029674),
PYG;GNF;0.0057803;; ('PYG', 'GNF', 0.0057803),;;;('PYG', 'GNF', 0.0057803),
PYG;GTQ;0.0028902;; ('PYG', 'GTQ', 0.0028902),;;;('PYG', 'GTQ', 0.0028902),
PYG;GYD;0.0087719;; ('PYG', 'GYD', 0.0087719),;;;('PYG', 'GYD', 0.0087719),
PYG;HKD;0.0020790;; ('PYG', 'HKD', 0.0020790),;;;('PYG', 'HKD', 0.0020790),
PYG;HNL;0.5;; ('PYG', 'HNL', 0.5),;;;('PYG', 'HNL', 0.5),
PYG;HTG;0.0024876;; ('PYG', 'HTG', 0.0024876),;;;('PYG', 'HTG', 0.0024876),
PYG;HUF;0.0026954;; ('PYG', 'HUF', 0.0026954),;;;('PYG', 'HUF', 0.0026954),
PYG;IDR;0.0010776;; ('PYG', 'IDR', 0.0010776),;;;('PYG', 'IDR', 0.0010776),
PYG;ILS;0.0010929;; ('PYG', 'ILS', 0.0010929),;;;('PYG', 'ILS', 0.0010929),
PYG;INR;0.0019960;; ('PYG', 'INR', 0.0019960),;;;('PYG', 'INR', 0.0019960),
PYG;IQD;0.0033557;; ('PYG', 'IQD', 0.0033557),;;;('PYG', 'IQD', 0.0033557),
PYG;IRR;0.0013333;; ('PYG', 'IRR', 0.0013333),;;;('PYG', 'IRR', 0.0013333),
PYG;ISK;0.0059524;; ('PYG', 'ISK', 0.0059524),;;;('PYG', 'ISK', 0.0059524),
PYG;JMD;0.0010428;; ('PYG', 'JMD', 0.0010428),;;;('PYG', 'JMD', 0.0010428),
PYG;JOD;0.0010299;; ('PYG', 'JOD', 0.0010299),;;;('PYG', 'JOD', 0.0010299),
PYG;JPY;0.0149254;; ('PYG', 'JPY', 0.0149254),;;;('PYG', 'JPY', 0.0149254),
PYG;KES;0.0014837;; ('PYG', 'KES', 0.0014837),;;;('PYG', 'KES', 0.0014837),
PYG;KGS;0.0021598;; ('PYG', 'KGS', 0.0021598),;;;('PYG', 'KGS', 0.0021598),
PYG;KHR;0.0022676;; ('PYG', 'KHR', 0.0022676),;;;('PYG', 'KHR', 0.0022676),
PYG;KMF;0.0013928;; ('PYG', 'KMF', 0.0013928),;;;('PYG', 'KMF', 0.0013928),
PYG;KPW;0.0016103;; ('PYG', 'KPW', 0.0016103),;;;('PYG', 'KPW', 0.0016103),
PYG;KRW;0.0023041;; ('PYG', 'KRW', 0.0023041),;;;('PYG', 'KRW', 0.0023041),
PYG;KWD;0.0010010;; ('PYG', 'KWD', 0.0010010),;;;('PYG', 'KWD', 0.0010010),
PYG;KYD;0.0011001;; ('PYG', 'KYD', 0.0011001),;;;('PYG', 'KYD', 0.0011001),
PYG;KZT;0.0015649;; ('PYG', 'KZT', 0.0015649),;;;('PYG', 'KZT', 0.0015649),
PYG;LAK;0.0021142;; ('PYG', 'LAK', 0.0021142),;;;('PYG', 'LAK', 0.0021142),
PYG;LBP;0.0040161;; ('PYG', 'LBP', 0.0040161),;;;('PYG', 'LBP', 0.0040161),
PYG;LKR;0.0010246;; ('PYG', 'LKR', 0.0010246),;;;('PYG', 'LKR', 0.0010246),
PYG;LRD;0.0140845;; ('PYG', 'LRD', 0.0140845),;;;('PYG', 'LRD', 0.0140845),
PYG;LSL;0.0011274;; ('PYG', 'LSL', 0.0011274),;;;('PYG', 'LSL', 0.0011274),
PYG;LYD;0.0019268;; ('PYG', 'LYD', 0.0019268),;;;('PYG', 'LYD', 0.0019268),
PYG;MAD;0.0033445;; ('PYG', 'MAD', 0.0033445),;;;('PYG', 'MAD', 0.0033445),
PYG;MDL;0.0044643;; ('PYG', 'MDL', 0.0044643),;;;('PYG', 'MDL', 0.0044643),
PYG;MGA;0.0010395;; ('PYG', 'MGA', 0.0010395),;;;('PYG', 'MGA', 0.0010395),
PYG;MKD;0.0011186;; ('PYG', 'MKD', 0.0011186),;;;('PYG', 'MKD', 0.0011186),
PYG;MMK;0.0011442;; ('PYG', 'MMK', 0.0011442),;;;('PYG', 'MMK', 0.0011442),
PYG;MNT;0.0012642;; ('PYG', 'MNT', 0.0012642),;;;('PYG', 'MNT', 0.0012642),
PYG;MOP;0.0022936;; ('PYG', 'MOP', 0.0022936),;;;('PYG', 'MOP', 0.0022936),
PYG;MRU;0.0012195;; ('PYG', 'MRU', 0.0012195),;;;('PYG', 'MRU', 0.0012195),
PYG;MUR;0.0019724;; ('PYG', 'MUR', 0.0019724),;;;('PYG', 'MUR', 0.0019724),
PYG;MVR;0.0769231;; ('PYG', 'MVR', 0.0769231),;;;('PYG', 'MVR', 0.0769231),
PYG;MWK;0.0016181;; ('PYG', 'MWK', 0.0016181),;;;('PYG', 'MWK', 0.0016181),
PYG;MXN;0.0078125;; ('PYG', 'MXN', 0.0078125),;;;('PYG', 'MXN', 0.0078125),
PYG;MXV;0.0023753;; ('PYG', 'MXV', 0.0023753),;;;('PYG', 'MXV', 0.0023753),
PYG;MYR;0.0370370;; ('PYG', 'MYR', 0.0370370),;;;('PYG', 'MYR', 0.0370370),
PYG;MZN;0.0012210;; ('PYG', 'MZN', 0.0012210),;;;('PYG', 'MZN', 0.0012210),
PYG;NAD;0.0014837;; ('PYG', 'NAD', 0.0014837),;;;('PYG', 'NAD', 0.0014837),
PYG;NGN;0.0666667;; ('PYG', 'NGN', 0.0666667),;;;('PYG', 'NGN', 0.0666667),
PYG;NIO;0.0114943;; ('PYG', 'NIO', 0.0114943),;;;('PYG', 'NIO', 0.0114943),
PYG;NOK;0.0054348;; ('PYG', 'NOK', 0.0054348),;;;('PYG', 'NOK', 0.0054348),
PYG;NPR;0.0047619;; ('PYG', 'NPR', 0.0047619),;;;('PYG', 'NPR', 0.0047619),
PYG;NZD;0.0014663;; ('PYG', 'NZD', 0.0014663),;;;('PYG', 'NZD', 0.0014663),
PYG;OMR;0.0017637;; ('PYG', 'OMR', 0.0017637),;;;('PYG', 'OMR', 0.0017637),
PYG;PAB;0.0014388;; ('PYG', 'PAB', 0.0014388),;;;('PYG', 'PAB', 0.0014388),
PYG;PEN;0.0045045;; ('PYG', 'PEN', 0.0045045),;;;('PYG', 'PEN', 0.0045045),
PYG;PGK;0.0012903;; ('PYG', 'PGK', 0.0012903),;;;('PYG', 'PGK', 0.0012903),
PYG;PHP;0.0023923;; ('PYG', 'PHP', 0.0023923),;;;('PYG', 'PHP', 0.0023923),
PYG;PKR;0.0041152;; ('PYG', 'PKR', 0.0041152),;;;('PYG', 'PKR', 0.0041152),
PYG;PLN;0.0013928;; ('PYG', 'PLN', 0.0013928),;;;('PYG', 'PLN', 0.0013928),
PYG;PYG;1;; ('PYG', 'PYG', 1),;;;('PYG', 'PYG', 1),
PYG;QAR;89;; ('PYG', 'QAR', 89),;;;('PYG', 'QAR', 89),
PYG;RON;397;; ('PYG', 'RON', 397),;;;('PYG', 'RON', 397),
PYG;RSD;525;; ('PYG', 'RSD', 525),;;;('PYG', 'RSD', 525),
PYG;CNY;529;; ('PYG', 'CNY', 529),;;;('PYG', 'CNY', 529),
PYG;RUB;898;; ('PYG', 'RUB', 898),;;;('PYG', 'RUB', 898),
PYG;RWF;833;; ('PYG', 'RWF', 833),;;;('PYG', 'RWF', 833),
PYG;SAR;684;; ('PYG', 'SAR', 684),;;;('PYG', 'SAR', 684),
PYG;SBD;602;; ('PYG', 'SBD', 602),;;;('PYG', 'SBD', 602),
PYG;SCR;515;; ('PYG', 'SCR', 515),;;;('PYG', 'SCR', 515),
PYG;SDG;230;; ('PYG', 'SDG', 230),;;;('PYG', 'SDG', 230),
PYG;SEK;16;; ('PYG', 'SEK', 16),;;;('PYG', 'SEK', 16),
PYG;SGD;162;; ('PYG', 'SGD', 162),;;;('PYG', 'SGD', 162),
PYG;SHP;473;; ('PYG', 'SHP', 473),;;;('PYG', 'SHP', 473),
PYG;SLE;424;; ('PYG', 'SLE', 424),;;;('PYG', 'SLE', 424),
PYG;SLL;241;; ('PYG', 'SLL', 241),;;;('PYG', 'SLL', 241),
PYG;SOS;297;; ('PYG', 'SOS', 297),;;;('PYG', 'SOS', 297),
PYG;SRD;540;; ('PYG', 'SRD', 540),;;;('PYG', 'SRD', 540),
PYG;SSP;498;; ('PYG', 'SSP', 498),;;;('PYG', 'SSP', 498),
PYG;STN;8;; ('PYG', 'STN', 8),;;;('PYG', 'STN', 8),
PYG;SVC;868;; ('PYG', 'SVC', 868),;;;('PYG', 'SVC', 868),
PYG;SYP;821;; ('PYG', 'SYP', 821),;;;('PYG', 'SYP', 821),
PYG;SZL;965;; ('PYG', 'SZL', 965),;;;('PYG', 'SZL', 965),
PYG;THB;765;; ('PYG', 'THB', 765),;;;('PYG', 'THB', 765),
PYG;TJS;558;; ('PYG', 'TJS', 558),;;;('PYG', 'TJS', 558),
PYG;TMT;574;; ('PYG', 'TMT', 574),;;;('PYG', 'TMT', 574),
